od_f,od_nf,in_degree_nf,out_degree_f,SCH_DEP_DTMZ_nf
MDEPTY,PTYCUN,18,23,1569941580000000000
BOGPTY,PTYCUN,18,18,1569941580000000000
POSPTY,PTYCUN,18,20,1569941580000000000
SJOPTY,PTYCUN,18,19,1569941580000000000
CLOPTY,PTYCUN,18,28,1569941580000000000
ROSPTY,PTYCUN,18,22,1569941580000000000
VVIPTY,PTYCUN,18,23,1569941580000000000
MDZPTY,PTYCUN,18,23,1569941580000000000
UIOPTY,PTYCUN,18,26,1569941580000000000
CORPTY,PTYCUN,18,26,1569941580000000000
GRUPTY,PTYCUN,18,24,1569941580000000000
MDEPTY,PTYCUN,18,22,1569941580000000000
SJUPTY,PTYCUN,18,24,1569941580000000000
LIMPTY,PTYCUN,18,26,1569941580000000000
LIMPTY,PTYCUN,18,22,1569941580000000000
POAPTY,PTYCUN,18,24,1569941580000000000
GRUPTY,PTYCUN,18,27,1569941580000000000
LIMPTY,PTYCUN,15,26,1569949920000000000
MDEPTY,PTYCUN,15,19,1569949920000000000
BSBPTY,PTYCUN,15,25,1569949920000000000
GRUPTY,PTYCUN,15,25,1569949920000000000
CTGPTY,PTYCUN,15,18,1569949920000000000
RECPTY,PTYCUN,15,17,1569949920000000000
BOGPTY,PTYCUN,15,23,1569949920000000000
EZEPTY,PTYCUN,15,22,1569949920000000000
HAVPTY,PTYCUN,15,18,1569949920000000000
SCLPTY,PTYCUN,15,23,1569949920000000000
MVDPTY,PTYCUN,15,22,1569949920000000000
LIMPTY,PTYCUN,15,22,1569949920000000000
SALPTY,PTYCUN,15,17,1569949920000000000
GUAPTY,PTYCUN,15,19,1569949920000000000
ASUPTY,PTYCUN,15,14,1569949920000000000
SDQPTY,PTYCUR,19,24,1569939180000000000
BOGPTY,PTYCUR,19,18,1569939180000000000
POSPTY,PTYCUR,19,20,1569939180000000000
CNFPTY,PTYCUR,19,21,1569939180000000000
HAVPTY,PTYCUR,19,9,1569939180000000000
CLOPTY,PTYCUR,19,28,1569939180000000000
GIGPTY,PTYCUR,19,34,1569939180000000000
ROSPTY,PTYCUR,19,22,1569939180000000000
CCSPTY,PTYCUR,19,22,1569939180000000000
CORPTY,PTYCUR,19,26,1569939180000000000
ASUPTY,PTYCUR,19,21,1569939180000000000
GRUPTY,PTYCUR,19,24,1569939180000000000
MIAPTY,PTYCUR,19,20,1569939180000000000
MDEPTY,PTYCUR,19,22,1569939180000000000
LIMPTY,PTYCUR,19,26,1569939180000000000
MVDPTY,PTYCUR,19,22,1569939180000000000
POAPTY,PTYCUR,19,24,1569939180000000000
SCLPTY,PTYCUR,19,19,1569939180000000000
GRUPTY,PTYCUR,19,27,1569939180000000000
LIMPTY,PTYDAV,3,23,1569933420000000000
MDEPTY,PTYDAV,3,22,1569933420000000000
JFKPTY,PTYDAV,3,17,1569933420000000000
LIMPTY,PTYDAV,13,26,1569963660000000000
MBJPTY,PTYDAV,13,15,1569963660000000000
CLOPTY,PTYDAV,13,28,1569963660000000000
GIGPTY,PTYDAV,13,34,1569963660000000000
BOGPTY,PTYDAV,13,24,1569963660000000000
MIAPTY,PTYDAV,13,17,1569963660000000000
MDEPTY,PTYDAV,13,22,1569963660000000000
MDEPTY,PTYDAV,13,19,1569963660000000000
BAQPTY,PTYDAV,13,14,1569963660000000000
MSYPTY,PTYDAV,13,17,1569963660000000000
SALPTY,PTYDAV,13,17,1569963660000000000
HAVPTY,PTYDAV,13,23,1569963660000000000
YULPTY,PTYDAV,13,21,1569963660000000000
GYEPTY,PTYEZE,25,18,1569959400000000000
SJOPTY,PTYEZE,25,20,1569959400000000000
MDEPTY,PTYEZE,25,23,1569959400000000000
ADZPTY,PTYEZE,25,11,1569959400000000000
SFOPTY,PTYEZE,25,26,1569959400000000000
DAVPTY,PTYEZE,25,12,1569959400000000000
CTGPTY,PTYEZE,25,18,1569959400000000000
MGAPTY,PTYEZE,25,14,1569959400000000000
CUNPTY,PTYEZE,25,21,1569959400000000000
LASPTY,PTYEZE,25,27,1569959400000000000
BOGPTY,PTYEZE,25,23,1569959400000000000
BOGPTY,PTYEZE,25,24,1569959400000000000
SDQPTY,PTYEZE,25,20,1569959400000000000
HAVPTY,PTYEZE,25,18,1569959400000000000
SDQPTY,PTYEZE,25,22,1569959400000000000
CUNPTY,PTYEZE,25,21,1569959400000000000
MTYPTY,PTYEZE,25,20,1569959400000000000
UIOPTY,PTYEZE,25,26,1569959400000000000
HAVPTY,PTYEZE,25,12,1569959400000000000
MIAPTY,PTYEZE,25,20,1569959400000000000
SJOPTY,PTYEZE,25,12,1569959400000000000
MEXPTY,PTYEZE,25,23,1569959400000000000
MEXPTY,PTYEZE,25,27,1569959400000000000
GUAPTY,PTYEZE,25,19,1569959400000000000
YULPTY,PTYEZE,25,21,1569959400000000000
SJOPTY,PTYEZE,27,20,1569964440000000000
CLOPTY,PTYEZE,27,22,1569964440000000000
ADZPTY,PTYEZE,27,11,1569964440000000000
SJOPTY,PTYEZE,27,13,1569964440000000000
MGAPTY,PTYEZE,27,14,1569964440000000000
MBJPTY,PTYEZE,27,15,1569964440000000000
CUNPTY,PTYEZE,27,21,1569964440000000000
JFKPTY,PTYEZE,27,22,1569964440000000000
SDQPTY,PTYEZE,27,20,1569964440000000000
HAVPTY,PTYEZE,27,18,1569964440000000000
BOSPTY,PTYEZE,27,25,1569964440000000000
SNUPTY,PTYEZE,27,16,1569964440000000000
CCSPTY,PTYEZE,27,22,1569964440000000000
HAVPTY,PTYEZE,27,12,1569964440000000000
GUAPTY,PTYEZE,27,14,1569964440000000000
MIAPTY,PTYEZE,27,17,1569964440000000000
YYZPTY,PTYEZE,27,25,1569964440000000000
GDLPTY,PTYEZE,27,18,1569964440000000000
AUAPTY,PTYEZE,27,16,1569964440000000000
CCSPTY,PTYEZE,27,19,1569964440000000000
CTGPTY,PTYEZE,27,20,1569964440000000000
PEIPTY,PTYEZE,27,29,1569964440000000000
MEXPTY,PTYEZE,27,23,1569964440000000000
ORDPTY,PTYEZE,27,27,1569964440000000000
BAQPTY,PTYEZE,27,14,1569964440000000000
MEXPTY,PTYEZE,27,27,1569964440000000000
HAVPTY,PTYEZE,27,23,1569964440000000000
LIMPTY,PTYFLL,18,26,1569947880000000000
MDEPTY,PTYFLL,18,23,1569947880000000000
GYEPTY,PTYFLL,18,18,1569947880000000000
MDEPTY,PTYFLL,18,19,1569947880000000000
CLOPTY,PTYFLL,18,22,1569947880000000000
GRUPTY,PTYFLL,18,25,1569947880000000000
BOGPTY,PTYFLL,18,18,1569947880000000000
CTGPTY,PTYFLL,18,18,1569947880000000000
BOGPTY,PTYFLL,18,23,1569947880000000000
LIMPTY,PTYFLL,18,23,1569947880000000000
SJOPTY,PTYFLL,18,18,1569947880000000000
SCLPTY,PTYFLL,18,23,1569947880000000000
UIOPTY,PTYFLL,18,26,1569947880000000000
PEIPTY,PTYFLL,18,29,1569947880000000000
UIOPTY,PTYFLL,18,21,1569947880000000000
LIMPTY,PTYFLL,18,26,1569947880000000000
POAPTY,PTYFLL,18,24,1569947880000000000
SCLPTY,PTYFLL,18,19,1569947880000000000
LIMPTY,PTYGDL,20,26,1569974040000000000
SJOPTY,PTYGDL,20,20,1569974040000000000
HAVPTY,PTYGDL,20,8,1569974040000000000
MDEPTY,PTYGDL,20,13,1569974040000000000
BSBPTY,PTYGDL,20,25,1569974040000000000
GRUPTY,PTYGDL,20,25,1569974040000000000
BOGPTY,PTYGDL,20,13,1569974040000000000
CLOPTY,PTYGDL,20,13,1569974040000000000
BOGPTY,PTYGDL,20,23,1569974040000000000
CIXPTY,PTYGDL,20,3,1569974040000000000
BOGPTY,PTYGDL,20,24,1569974040000000000
LIMPTY,PTYGDL,20,11,1569974040000000000
EZEPTY,PTYGDL,20,13,1569974040000000000
VLNPTY,PTYGDL,20,6,1569974040000000000
GIGPTY,PTYGDL,20,16,1569974040000000000
GRUPTY,PTYGDL,20,15,1569974040000000000
MDEPTY,PTYGDL,20,19,1569974040000000000
AUAPTY,PTYGDL,20,16,1569974040000000000
CCSPTY,PTYGDL,20,19,1569974040000000000
ASUPTY,PTYGDL,20,14,1569974040000000000
MDEPTY,PTYGEO,14,23,1569939240000000000
SJOPTY,PTYGEO,14,16,1569939240000000000
SDQPTY,PTYGEO,14,24,1569939240000000000
BOGPTY,PTYGEO,14,18,1569939240000000000
POSPTY,PTYGEO,14,20,1569939240000000000
HAVPTY,PTYGEO,14,9,1569939240000000000
GIGPTY,PTYGEO,14,34,1569939240000000000
LIMPTY,PTYGEO,14,23,1569939240000000000
CCSPTY,PTYGEO,14,22,1569939240000000000
PEIPTY,PTYGEO,14,29,1569939240000000000
JFKPTY,PTYGEO,14,17,1569939240000000000
LIMPTY,PTYGEO,14,26,1569939240000000000
MVDPTY,PTYGEO,14,22,1569939240000000000
GRUPTY,PTYGEO,14,27,1569939240000000000
SJOPTY,PTYGIG,28,20,1569960900000000000
GYEPTY,PTYGIG,28,18,1569960900000000000
MDEPTY,PTYGIG,28,19,1569960900000000000
ADZPTY,PTYGIG,28,11,1569960900000000000
SDQPTY,PTYGIG,28,24,1569960900000000000
BOGPTY,PTYGIG,28,18,1569960900000000000
SFOPTY,PTYGIG,28,26,1569960900000000000
CTGPTY,PTYGIG,28,18,1569960900000000000
CUNPTY,PTYGIG,28,21,1569960900000000000
CLOPTY,PTYGIG,28,28,1569960900000000000
PAPPTY,PTYGIG,28,12,1569960900000000000
BOGPTY,PTYGIG,28,24,1569960900000000000
JFKPTY,PTYGIG,28,22,1569960900000000000
BOSPTY,PTYGIG,28,25,1569960900000000000
SNUPTY,PTYGIG,28,16,1569960900000000000
MCOPTY,PTYGIG,28,19,1569960900000000000
MTYPTY,PTYGIG,28,20,1569960900000000000
UIOPTY,PTYGIG,28,26,1569960900000000000
MIAPTY,PTYGIG,28,20,1569960900000000000
YYZPTY,PTYGIG,28,25,1569960900000000000
MDEPTY,PTYGIG,28,19,1569960900000000000
CTGPTY,PTYGIG,28,20,1569960900000000000
PEIPTY,PTYGIG,28,29,1569960900000000000
MEXPTY,PTYGIG,28,23,1569960900000000000
ORDPTY,PTYGIG,28,27,1569960900000000000
MEXPTY,PTYGIG,28,27,1569960900000000000
HAVPTY,PTYGIG,28,23,1569960900000000000
YULPTY,PTYGIG,28,21,1569960900000000000
SJOPTY,PTYGRU,30,20,1569960360000000000
CLOPTY,PTYGRU,30,22,1569960360000000000
SFOPTY,PTYGRU,30,26,1569960360000000000
DAVPTY,PTYGRU,30,12,1569960360000000000
POSPTY,PTYGRU,30,20,1569960360000000000
CTGPTY,PTYGRU,30,18,1569960360000000000
BAQPTY,PTYGRU,30,13,1569960360000000000
LASPTY,PTYGRU,30,27,1569960360000000000
PUJPTY,PTYGRU,30,12,1569960360000000000
BOGPTY,PTYGRU,30,24,1569960360000000000
JFKPTY,PTYGRU,30,22,1569960360000000000
SDQPTY,PTYGRU,30,20,1569960360000000000
HAVPTY,PTYGRU,30,18,1569960360000000000
BOSPTY,PTYGRU,30,25,1569960360000000000
SDQPTY,PTYGRU,30,22,1569960360000000000
CUNPTY,PTYGRU,30,21,1569960360000000000
MCOPTY,PTYGRU,30,19,1569960360000000000
MTYPTY,PTYGRU,30,20,1569960360000000000
CURPTY,PTYGRU,30,21,1569960360000000000
IADPTY,PTYGRU,30,21,1569960360000000000
GDLPTY,PTYGRU,30,18,1569960360000000000
MDEPTY,PTYGRU,30,19,1569960360000000000
AUAPTY,PTYGRU,30,16,1569960360000000000
CUNPTY,PTYGRU,30,18,1569960360000000000
MEXPTY,PTYGRU,30,23,1569960360000000000
ORDPTY,PTYGRU,30,27,1569960360000000000
MSYPTY,PTYGRU,30,17,1569960360000000000
SALPTY,PTYGRU,30,17,1569960360000000000
MEXPTY,PTYGRU,30,27,1569960360000000000
GUAPTY,PTYGRU,30,19,1569960360000000000
SJOPTY,PTYGRU,23,20,1569961020000000000
ADZPTY,PTYGRU,23,11,1569961020000000000
SFOPTY,PTYGRU,23,26,1569961020000000000
CUNPTY,PTYGRU,23,21,1569961020000000000
LASPTY,PTYGRU,23,27,1569961020000000000
PAPPTY,PTYGRU,23,12,1569961020000000000
PUJPTY,PTYGRU,23,12,1569961020000000000
JFKPTY,PTYGRU,23,22,1569961020000000000
HAVPTY,PTYGRU,23,18,1569961020000000000
BOSPTY,PTYGRU,23,25,1569961020000000000
MTYPTY,PTYGRU,23,20,1569961020000000000
CURPTY,PTYGRU,23,21,1569961020000000000
YYZPTY,PTYGRU,23,25,1569961020000000000
GDLPTY,PTYGRU,23,18,1569961020000000000
MDEPTY,PTYGRU,23,19,1569961020000000000
CCSPTY,PTYGRU,23,19,1569961020000000000
CTGPTY,PTYGRU,23,20,1569961020000000000
CUNPTY,PTYGRU,23,18,1569961020000000000
MEXPTY,PTYGRU,23,23,1569961020000000000
ORDPTY,PTYGRU,23,27,1569961020000000000
PUJPTY,PTYGRU,23,10,1569961020000000000
MEXPTY,PTYGRU,23,27,1569961020000000000
YULPTY,PTYGRU,23,21,1569961020000000000
GYEPTY,PTYGRU,30,18,1569961380000000000
SJOPTY,PTYGRU,30,20,1569961380000000000
CLOPTY,PTYGRU,30,22,1569961380000000000
MBJPTY,PTYGRU,30,15,1569961380000000000
CUNPTY,PTYGRU,30,21,1569961380000000000
LASPTY,PTYGRU,30,27,1569961380000000000
BOGPTY,PTYGRU,30,23,1569961380000000000
JFKPTY,PTYGRU,30,22,1569961380000000000
SDQPTY,PTYGRU,30,20,1569961380000000000
BOSPTY,PTYGRU,30,25,1569961380000000000
SDQPTY,PTYGRU,30,22,1569961380000000000
CUNPTY,PTYGRU,30,21,1569961380000000000
MCOPTY,PTYGRU,30,19,1569961380000000000
MTYPTY,PTYGRU,30,20,1569961380000000000
CURPTY,PTYGRU,30,21,1569961380000000000
MIAPTY,PTYGRU,30,17,1569961380000000000
MIAPTY,PTYGRU,30,20,1569961380000000000
YYZPTY,PTYGRU,30,25,1569961380000000000
GDLPTY,PTYGRU,30,18,1569961380000000000
MDEPTY,PTYGRU,30,19,1569961380000000000
AUAPTY,PTYGRU,30,16,1569961380000000000
CCSPTY,PTYGRU,30,19,1569961380000000000
CTGPTY,PTYGRU,30,20,1569961380000000000
MEXPTY,PTYGRU,30,23,1569961380000000000
ORDPTY,PTYGRU,30,27,1569961380000000000
PUJPTY,PTYGRU,30,10,1569961380000000000
MEXPTY,PTYGRU,30,27,1569961380000000000
HAVPTY,PTYGRU,30,23,1569961380000000000
YULPTY,PTYGRU,30,21,1569961380000000000
MIAPTY,PTYGRU,30,14,1569961380000000000
HAVPTY,PTYGRU,29,8,1569972000000000000
MDEPTY,PTYGRU,29,13,1569972000000000000
PUJPTY,PTYGRU,29,10,1569972000000000000
SFOPTY,PTYGRU,29,26,1569972000000000000
SALPTY,PTYGRU,29,12,1569972000000000000
GYEPTY,PTYGRU,29,9,1569972000000000000
SJOPTY,PTYGRU,29,13,1569972000000000000
BOGPTY,PTYGRU,29,13,1569972000000000000
MIAPTY,PTYGRU,29,7,1569972000000000000
LASPTY,PTYGRU,29,27,1569972000000000000
PAPPTY,PTYGRU,29,12,1569972000000000000
UIOPTY,PTYGRU,29,15,1569972000000000000
CLOPTY,PTYGRU,29,13,1569972000000000000
BOGPTY,PTYGRU,29,24,1569972000000000000
SNUPTY,PTYGRU,29,16,1569972000000000000
BZEPTY,PTYGRU,29,5,1569972000000000000
TGUPTY,PTYGRU,29,14,1569972000000000000
SJOPTY,PTYGRU,29,11,1569972000000000000
SDQPTY,PTYGRU,29,11,1569972000000000000
CURPTY,PTYGRU,29,21,1569972000000000000
GUAPTY,PTYGRU,29,14,1569972000000000000
YYZPTY,PTYGRU,29,25,1569972000000000000
GDLPTY,PTYGRU,29,18,1569972000000000000
CTGPTY,PTYGRU,29,20,1569972000000000000
CUNPTY,PTYGRU,29,18,1569972000000000000
MCOPTY,PTYGRU,29,8,1569972000000000000
ORDPTY,PTYGRU,29,27,1569972000000000000
TPAPTY,PTYGRU,29,7,1569972000000000000
CUNPTY,PTYGRU,29,8,1569972000000000000
MDEPTY,PTYGUA,6,23,1569941700000000000
SDQPTY,PTYGUA,6,24,1569941700000000000
BOGPTY,PTYGUA,6,18,1569941700000000000
SCLPTY,PTYGUA,6,21,1569941700000000000
PEIPTY,PTYGUA,6,29,1569941700000000000
JFKPTY,PTYGUA,6,17,1569941700000000000
MDEPTY,PTYGUA,12,19,1569947700000000000
CLOPTY,PTYGUA,12,22,1569947700000000000
GRUPTY,PTYGUA,12,25,1569947700000000000
SFOPTY,PTYGUA,12,26,1569947700000000000
LASPTY,PTYGUA,12,27,1569947700000000000
BOGPTY,PTYGUA,12,23,1569947700000000000
EZEPTY,PTYGUA,12,22,1569947700000000000
HAVPTY,PTYGUA,12,18,1569947700000000000
SDQPTY,PTYGUA,12,22,1569947700000000000
SCLPTY,PTYGUA,12,23,1569947700000000000
UIOPTY,PTYGUA,12,26,1569947700000000000
MSYPTY,PTYGUA,12,17,1569947700000000000
MDEPTY,PTYGUA,29,13,1569972420000000000
SCLPTY,PTYGUA,29,12,1569972420000000000
PUJPTY,PTYGUA,29,10,1569972420000000000
SJOPTY,PTYGUA,29,13,1569972420000000000
BOGPTY,PTYGUA,29,13,1569972420000000000
MGAPTY,PTYGUA,29,14,1569972420000000000
MIAPTY,PTYGUA,29,7,1569972420000000000
CLOPTY,PTYGUA,29,13,1569972420000000000
BOGPTY,PTYGUA,29,23,1569972420000000000
JFKPTY,PTYGUA,29,22,1569972420000000000
LIMPTY,PTYGUA,29,11,1569972420000000000
EZEPTY,PTYGUA,29,13,1569972420000000000
CUNPTY,PTYGUA,29,7,1569972420000000000
MGAPTY,PTYGUA,29,11,1569972420000000000
BOSPTY,PTYGUA,29,25,1569972420000000000
SJOPTY,PTYGUA,29,11,1569972420000000000
SDQPTY,PTYGUA,29,11,1569972420000000000
GIGPTY,PTYGUA,29,16,1569972420000000000
CURPTY,PTYGUA,29,21,1569972420000000000
MVDPTY,PTYGUA,29,11,1569972420000000000
IADPTY,PTYGUA,29,21,1569972420000000000
GRUPTY,PTYGUA,29,15,1569972420000000000
YYZPTY,PTYGUA,29,25,1569972420000000000
CCSPTY,PTYGUA,29,19,1569972420000000000
CTGPTY,PTYGUA,29,20,1569972420000000000
MCOPTY,PTYGUA,29,8,1569972420000000000
ORDPTY,PTYGUA,29,27,1569972420000000000
BAQPTY,PTYGUA,29,14,1569972420000000000
YULPTY,PTYGUA,29,21,1569972420000000000
LIMPTY,PTYGYE,19,26,1569947400000000000
MDEPTY,PTYGYE,19,19,1569947400000000000
GRUPTY,PTYGYE,19,25,1569947400000000000
SFOPTY,PTYGYE,19,26,1569947400000000000
LASPTY,PTYGYE,19,27,1569947400000000000
EZEPTY,PTYGYE,19,22,1569947400000000000
HAVPTY,PTYGYE,19,18,1569947400000000000
SDQPTY,PTYGYE,19,22,1569947400000000000
CUNPTY,PTYGYE,19,21,1569947400000000000
SCLPTY,PTYGYE,19,23,1569947400000000000
HAVPTY,PTYGYE,19,6,1569947400000000000
MIAPTY,PTYGYE,19,20,1569947400000000000
GDLPTY,PTYGYE,19,18,1569947400000000000
JFKPTY,PTYGYE,19,17,1569947400000000000
MSYPTY,PTYGYE,19,17,1569947400000000000
SALPTY,PTYGYE,19,17,1569947400000000000
MEXPTY,PTYGYE,19,27,1569947400000000000
GUAPTY,PTYGYE,19,19,1569947400000000000
MIAPTY,PTYGYE,19,14,1569947400000000000
SJOPTY,PTYGYE,16,20,1569961320000000000
MBJPTY,PTYGYE,16,15,1569961320000000000
JFKPTY,PTYGYE,16,22,1569961320000000000
SDQPTY,PTYGYE,16,20,1569961320000000000
BOSPTY,PTYGYE,16,25,1569961320000000000
SNUPTY,PTYGYE,16,16,1569961320000000000
MCOPTY,PTYGYE,16,19,1569961320000000000
IADPTY,PTYGYE,16,21,1569961320000000000
MIAPTY,PTYGYE,16,17,1569961320000000000
YYZPTY,PTYGYE,16,25,1569961320000000000
AUAPTY,PTYGYE,16,16,1569961320000000000
CUNPTY,PTYGYE,16,18,1569961320000000000
MEXPTY,PTYGYE,16,23,1569961320000000000
ORDPTY,PTYGYE,16,27,1569961320000000000
HAVPTY,PTYGYE,16,23,1569961320000000000
ASUPTY,PTYGYE,16,14,1569961320000000000
GYEPTY,PTYHAV,18,18,1569933120000000000
SJOPTY,PTYHAV,18,16,1569933120000000000
CNFPTY,PTYHAV,18,21,1569933120000000000
CLOPTY,PTYHAV,18,28,1569933120000000000
RECPTY,PTYHAV,18,17,1569933120000000000
GIGPTY,PTYHAV,18,34,1569933120000000000
ROSPTY,PTYHAV,18,22,1569933120000000000
LIMPTY,PTYHAV,18,23,1569933120000000000
VVIPTY,PTYHAV,18,23,1569933120000000000
SCLPTY,PTYHAV,18,21,1569933120000000000
EZEPTY,PTYHAV,18,31,1569933120000000000
CORPTY,PTYHAV,18,26,1569933120000000000
GRUPTY,PTYHAV,18,24,1569933120000000000
MDEPTY,PTYHAV,18,22,1569933120000000000
UIOPTY,PTYHAV,18,21,1569933120000000000
MVDPTY,PTYHAV,18,22,1569933120000000000
LIMPTY,PTYHAV,18,22,1569933120000000000
SCLPTY,PTYHAV,18,19,1569933120000000000
GYEPTY,PTYHAV,15,18,1569934260000000000
BSBPTY,PTYHAV,15,25,1569934260000000000
CLOPTY,PTYHAV,15,28,1569934260000000000
GIGPTY,PTYHAV,15,34,1569934260000000000
ROSPTY,PTYHAV,15,22,1569934260000000000
LIMPTY,PTYHAV,15,23,1569934260000000000
MDZPTY,PTYHAV,15,23,1569934260000000000
SCLPTY,PTYHAV,15,21,1569934260000000000
EZEPTY,PTYHAV,15,31,1569934260000000000
CORPTY,PTYHAV,15,26,1569934260000000000
MDEPTY,PTYHAV,15,22,1569934260000000000
UIOPTY,PTYHAV,15,21,1569934260000000000
MVDPTY,PTYHAV,15,22,1569934260000000000
LIMPTY,PTYHAV,15,22,1569934260000000000
SCLPTY,PTYHAV,15,19,1569934260000000000
GYEPTY,PTYHAV,21,18,1569940080000000000
MDEPTY,PTYHAV,21,23,1569940080000000000
GYEPTY,PTYHAV,21,18,1569940080000000000
SJOPTY,PTYHAV,21,16,1569940080000000000
SDQPTY,PTYHAV,21,24,1569940080000000000
BOGPTY,PTYHAV,21,18,1569940080000000000
POSPTY,PTYHAV,21,20,1569940080000000000
SJOPTY,PTYHAV,21,19,1569940080000000000
RECPTY,PTYHAV,21,17,1569940080000000000
GIGPTY,PTYHAV,21,34,1569940080000000000
LIMPTY,PTYHAV,21,23,1569940080000000000
UIOPTY,PTYHAV,21,26,1569940080000000000
CCSPTY,PTYHAV,21,22,1569940080000000000
MIAPTY,PTYHAV,21,20,1569940080000000000
MDEPTY,PTYHAV,21,22,1569940080000000000
SJUPTY,PTYHAV,21,24,1569940080000000000
UIOPTY,PTYHAV,21,21,1569940080000000000
LIMPTY,PTYHAV,21,26,1569940080000000000
SCLPTY,PTYHAV,21,19,1569940080000000000
SCLPTY,PTYHAV,21,19,1569940080000000000
GRUPTY,PTYHAV,21,27,1569940080000000000
CLOPTY,PTYHAV,10,22,1569949440000000000
GRUPTY,PTYHAV,10,25,1569949440000000000
LASPTY,PTYHAV,10,27,1569949440000000000
